JobID,Title,Company,CompanyCategory,Industry,Location,ExperienceLevel,ExperienceYearsMin,ExperienceYearsMax,AnnualSalaryINR,RequiredSkills,OptionalSkills,EducationRequired,JobType,PostingSource,DatePosted,IsRemote,IsActive,PostingYear,PostingMonth,PostingMonthName,PostingYearMonth,DaysOld,SalaryBand,ExperienceBracket
JOB05589,Data Scientist,Mphasis,Analytics Firms,Govtech,Mumbai,Mid Level (2-5 Yrs),2,5,1890000,SQL|Python|NLP|Deep Learning,Machine Learning|TensorFlow,PhD,Full-Time,Naukri,2025-06-09,0,1,2025,6,Jun,2025-06,309,₹15–20L,Mid (3-6yrs)
JOB05590,Business Analyst,Nykaa,FAANG/Big Tech,Media & Entertainment,Delhi Ncr,Mid Level (2-5 Yrs),2,5,530000,Visio|Tableau|Stakeholder Management|SQL,JIRA|Power BI|Requirements Gathering|Agile,M.Sc (Data Science),Full-Time,AngelList,2025-09-15,0,1,2025,9,Sep,2025-09,211,₹5–10L,Mid (3-6yrs)
JOB05592,Data Scientist,Razorpay,FAANG/Big Tech,Saas,Pune,Entry Level (0-2 Yrs),0,2,1250000,Statistics|NLP|TensorFlow,PyTorch|Machine Learning|SQL,BBA + Certification,Internship,Instahyre,2025-10-19,0,1,2025,10,Oct,2025-10,177,₹10–15L,Fresher (0-1yr)
JOB05593,Machine Learning Engineer,Bcg,Indian IT,Manufacturing,Hyderabad,Mid Level (2-5 Yrs),2,5,1310000,AWS|Docker|TensorFlow|GCP,PyTorch|Python|Kubernetes,BCA,Full-Time,Glassdoor,2025-10-17,0,1,2025,10,Oct,2025-10,179,₹10–15L,Mid (3-6yrs)
JOB05594,Bi Developer,Setu,Product,Logistics,Bangalore,Entry Level (0-2 Yrs),0,2,350000,DAX|Python|Excel|Looker,SSRS|ETL|Tableau|SQL,M.Tech/M.E.,Full-Time,AngelList,2026-02-09,0,1,2026,2,Feb,2026-02,64,₹0–5L,Fresher (0-1yr)
JOB05595,Research Scientist,Ltimindtree,Indian IT,Logistics,Delhi Ncr,Mid Level (2-5 Yrs),2,5,1340000,Research Papers|Mathematics|Statistics|Python,PyTorch|Deep Learning|NLP|Reinforcement Learning,M.Tech/M.E.,Contract,AngelList,2026-01-06,0,0,2026,1,Jan,2026-01,98,₹10–15L,Mid (3-6yrs)
JOB05596,Nlp Engineer,Urban Company,Consulting,Gaming,Bangalore,Mid Level (2-5 Yrs),2,5,1540000,BERT|Named Entity Recognition|TensorFlow|HuggingFace,Text Classification|Python,M.Sc (Data Science),Internship,AngelList,2025-04-23,0,1,2025,4,Apr,2025-04,356,₹15–20L,Mid (3-6yrs)
JOB05597,Data Scientist,Meta,FAANG/Big Tech,It Services,Bangalore,Mid Level (2-5 Yrs),2,5,1600000,TensorFlow|Scikit-learn|Machine Learning|SQL|Python,PyTorch|NLP|Statistics|R,B.Tech/B.E.,Internship,Naukri,2025-06-08,0,1,2025,6,Jun,2025-06,310,₹15–20L,Mid (3-6yrs)
JOB05598,Ai Engineer,Zepto,Indian IT,Gaming,Mumbai,Mid Level (2-5 Yrs),2,5,1920000,Prompt Engineering|LLMs|Python|OpenAI API,Fine-tuning|Vector Databases|NLP,M.Sc (Data Science),Internship,LinkedIn,2026-03-26,1,1,2026,3,Mar,2026-03,19,₹15–20L,Mid (3-6yrs)
JOB05599,Data Engineer,Groww,Analytics Firms,Saas,Hyderabad,Mid Level (2-5 Yrs),2,5,1920000,SQL|Kafka|ETL Pipelines,Snowflake|Airflow|Python,B.Tech/B.E.,Contract,AngelList,2025-09-10,0,0,2025,9,Sep,2025-09,216,₹15–20L,Mid (3-6yrs)
JOB05600,Data Scientist,Setu,FAANG/Big Tech,Manufacturing,Bangalore,Mid Level (2-5 Yrs),2,5,1420000,Statistics|Machine Learning|Deep Learning|Scikit-learn,R|Python,MCA,Full-Time,AngelList,2025-06-28,0,0,2025,6,Jun,2025-06,290,₹10–15L,Mid (3-6yrs)
JOB05601,Data Scientist,Setu,Analytics Firms,Saas,Delhi Ncr,Mid Level (2-5 Yrs),2,5,1060000,Python|SQL|Deep Learning,Statistics|TensorFlow|Machine Learning,BBA + Certification,Full-Time,LinkedIn,2026-03-31,0,1,2026,3,Mar,2026-03,14,₹10–15L,Mid (3-6yrs)
JOB05602,Nlp Engineer,Urban Company,FAANG/Big Tech,Telecom,Bangalore,Senior Level (5-8 Yrs),5,8,2380000,Python|Text Classification|spaCy|Named Entity Recognition,TensorFlow|BERT|NLTK,B.Tech/B.E.,Full-Time,LinkedIn,2026-02-23,0,1,2026,2,Feb,2026-02,50,₹20–30L,Senior (6-10yrs)
JOB05603,Data Analyst,Ltimindtree,Startups,Real Estate,Bangalore,Mid Level (2-5 Yrs),2,5,620000,Looker|Statistics|R|SQL,Python|Power BI|Google Analytics,MCA,Full-Time,Indeed,2025-07-11,0,1,2025,7,Jul,2025-07,277,₹5–10L,Mid (3-6yrs)
JOB05604,Computer Vision Engineer,Google,FAANG/Big Tech,Govtech,Hyderabad,Entry Level (0-2 Yrs),0,2,1500000,Image Segmentation|YOLO|TensorFlow|PyTorch,OpenCV|CNN,M.Tech/M.E.,Full-Time,Company Website,2025-10-26,0,0,2025,10,Oct,2025-10,170,₹15–20L,Fresher (0-1yr)
JOB05605,Data Scientist,Latentview,Indian IT,Retail,Hyderabad,Entry Level (0-2 Yrs),0,2,1100000,Scikit-learn|NLP|R,Machine Learning|Statistics|TensorFlow|Python,M.Tech/M.E.,Full-Time,Glassdoor,2025-12-14,0,0,2025,12,Dec,2025-12,121,₹10–15L,Fresher (0-1yr)
JOB05606,Machine Learning Engineer,Setu,Product,It Services,Bangalore,Mid Level (2-5 Yrs),2,5,1000000,GCP|Feature Engineering|Kubernetes|Docker,Model Deployment|TensorFlow|AWS|MLOps,M.Sc (Statistics),Full-Time,Indeed,2025-04-30,0,1,2025,4,Apr,2025-04,349,₹10–15L,Mid (3-6yrs)
JOB05607,Data Engineer,Crayon Data,Product,Media & Entertainment,Hyderabad,Senior Level (5-8 Yrs),5,8,3000000,Apache Spark|AWS|SQL,dbt|Python,M.Sc (Data Science),Full-Time,Instahyre,2025-10-30,0,1,2025,10,Oct,2025-10,166,₹30L+,Senior (6-10yrs)
JOB05608,Machine Learning Engineer,Slice,Consulting,Healthtech,Hyderabad,Senior Level (5-8 Yrs),5,8,3000000,Model Deployment|Kubernetes|MLOps|PyTorch|Docker,TensorFlow|Python|AWS,M.Sc (Data Science),Internship,LinkedIn,2025-08-23,0,1,2025,8,Aug,2025-08,234,₹30L+,Senior (6-10yrs)
JOB05609,Data Engineer,Amazon,Product,Bfsi,Chennai,Mid Level (2-5 Yrs),2,5,810000,SQL|BigQuery|dbt|ETL Pipelines,Airflow|Snowflake|Apache Spark,BBA + Certification,Full-Time,Glassdoor,2025-09-02,0,1,2025,9,Sep,2025-09,224,₹5–10L,Mid (3-6yrs)
JOB05610,Data Scientist,Flipkart,Analytics Firms,Telecom,Pune,Mid Level (2-5 Yrs),2,5,700000,Machine Learning|TensorFlow|SQL|Python,Statistics|Deep Learning|PyTorch|R,M.Sc (Statistics),Contract,Company Website,2025-07-03,0,1,2025,7,Jul,2025-07,285,₹5–10L,Mid (3-6yrs)
JOB05611,Data Engineer,Meta,Startups,Saas,Bangalore,Senior Level (5-8 Yrs),5,8,2470000,AWS|BigQuery|Apache Spark,Snowflake|SQL|dbt,MCA,Full-Time,AngelList,2026-03-23,0,1,2026,3,Mar,2026-03,22,₹20–30L,Senior (6-10yrs)
JOB05612,Nlp Engineer,Apple,Startups,Manufacturing,Mumbai,Lead/Principal (8+ Yrs),8,15,4790000,Python|HuggingFace|Transformers|BERT|NLP,spaCy|Named Entity Recognition|TensorFlow,PhD,Contract,Indeed,2025-08-21,1,1,2025,8,Aug,2025-08,236,₹30L+,Principal (10+yrs)
JOB05613,Data Scientist,Hcl Technologies,Consulting,Manufacturing,Delhi Ncr,Senior Level (5-8 Yrs),5,8,2460000,R|Deep Learning|TensorFlow|Machine Learning,Python|Statistics,BCA,Full-Time,Glassdoor,2025-08-02,0,1,2025,8,Aug,2025-08,255,₹20–30L,Senior (6-10yrs)
JOB05614,Machine Learning Engineer,Lenskart,Indian IT,Healthtech,Bangalore,Mid Level (2-5 Yrs),2,5,960000,Docker|AWS|GCP|Model Deployment|TensorFlow,Feature Engineering|PyTorch|MLOps|Python,MBA,Full-Time,Company Website,2026-01-19,0,1,2026,1,Jan,2026-01,85,₹5–10L,Mid (3-6yrs)
JOB05616,Data Scientist,Tech Mahindra,Indian IT,Edtech,Bangalore,Mid Level (2-5 Yrs),2,5,810000,Scikit-learn|NLP|PyTorch,R|SQL|TensorFlow|Deep Learning,BBA + Certification,Full-Time,Glassdoor,2025-09-11,0,1,2025,9,Sep,2025-09,215,₹5–10L,Mid (3-6yrs)
JOB05617,Data Scientist,Tiger Analytics,Indian IT,Fintech,Bangalore,Mid Level (2-5 Yrs),2,5,1020000,SQL|Machine Learning|Python|R,PyTorch|NLP|TensorFlow|Scikit-learn,M.Tech/M.E.,Full-Time,IIMJobs,2026-04-12,1,1,2026,4,Apr,2026-04,2,₹10–15L,Mid (3-6yrs)
JOB05618,Data Engineer,Fractal Analytics,Product,Healthtech,Hyderabad,Lead/Principal (8+ Yrs),8,15,4420000,SQL|dbt|BigQuery|Apache Spark|Kafka,Airflow|Python|AWS|Snowflake,MCA,Full-Time,Naukri,2025-08-23,0,1,2025,8,Aug,2025-08,234,₹30L+,Principal (10+yrs)
JOB05619,Computer Vision Engineer,Wipro,Product,Gaming,Mumbai,Mid Level (2-5 Yrs),2,5,1120000,NumPy|TensorFlow|Deep Learning,YOLO|PyTorch,M.Sc (Data Science),Full-Time,Glassdoor,2025-06-28,0,0,2025,6,Jun,2025-06,290,₹10–15L,Mid (3-6yrs)
JOB05620,Data Analyst,Fractal Analytics,Analytics Firms,Gaming,Pune,Mid Level (2-5 Yrs),2,5,400000,Python|Power BI|Excel|Tableau,Looker|SQL,M.Sc (Statistics),Full-Time,LinkedIn,2025-07-26,0,1,2025,7,Jul,2025-07,262,₹0–5L,Mid (3-6yrs)
JOB05621,Data Analyst,Apple,Startups,Edtech,Hyderabad,Mid Level (2-5 Yrs),2,5,740000,SQL|Tableau|R,Power BI|Excel|Statistics|Looker,BCA,Contract,Glassdoor,2025-10-08,0,1,2025,10,Oct,2025-10,188,₹5–10L,Mid (3-6yrs)
JOB05622,Data Engineer,Tiger Analytics,Analytics Firms,Manufacturing,Bangalore,Lead/Principal (8+ Yrs),8,15,1700000,Airflow|Apache Spark|Snowflake,Kafka|AWS,BCA,Contract,IIMJobs,2025-06-04,0,1,2025,6,Jun,2025-06,314,₹15–20L,Principal (10+yrs)
JOB05623,Data Scientist,Tiger Analytics,FAANG/Big Tech,Logistics,Mumbai,Mid Level (2-5 Yrs),2,5,2140000,Python|Deep Learning|Statistics|PyTorch|TensorFlow,NLP|SQL|Machine Learning|Scikit-learn,MBA,Full-Time,Instahyre,2025-06-24,0,1,2025,6,Jun,2025-06,294,₹20–30L,Mid (3-6yrs)
JOB05624,Machine Learning Engineer,Infosys,Startups,Retail,Delhi Ncr,Lead/Principal (8+ Yrs),8,15,4840000,Docker|PyTorch|GCP|Model Deployment,MLOps|AWS,M.Sc (Statistics),Full-Time,AngelList,2026-02-13,0,1,2026,2,Feb,2026-02,60,₹30L+,Principal (10+yrs)
JOB05625,Data Scientist,Manthan,Indian IT,It Services,Bangalore,Senior Level (5-8 Yrs),5,8,2310000,R|Statistics|SQL|Machine Learning,Python|TensorFlow|PyTorch,M.Sc (Statistics),Contract,Indeed,2025-06-27,0,0,2025,6,Jun,2025-06,291,₹20–30L,Senior (6-10yrs)
JOB05626,Machine Learning Engineer,Setu,Indian IT,Gaming,Hyderabad,Entry Level (0-2 Yrs),0,2,770000,Docker|Model Deployment|PyTorch|AWS|Python,Feature Engineering|GCP,B.Sc (CS/IT),Full-Time,Glassdoor,2026-01-21,1,1,2026,1,Jan,2026-01,83,₹5–10L,Fresher (0-1yr)
JOB05627,Computer Vision Engineer,Fractal Analytics,Product,Edtech,Delhi Ncr,Entry Level (0-2 Yrs),0,2,990000,Image Segmentation|Deep Learning|Object Detection|YOLO|PyTorch,NumPy|Python|TensorFlow,B.Sc (CS/IT),Full-Time,Indeed,2025-09-12,0,1,2025,9,Sep,2025-09,214,₹5–10L,Fresher (0-1yr)
JOB05628,Machine Learning Engineer,Tcs,Product,Bfsi,Pune,Mid Level (2-5 Yrs),2,5,1260000,Docker|PyTorch|Feature Engineering,GCP|AWS|Model Deployment,MCA,Full-Time,AngelList,2026-02-23,0,0,2026,2,Feb,2026-02,50,₹10–15L,Mid (3-6yrs)
JOB05629,Mlops Engineer,Tiger Analytics,Product,It Services,Remote,Mid Level (2-5 Yrs),2,5,2300000,Python|Airflow|CI/CD|Terraform|GCP,Model Monitoring|Docker,B.Tech/B.E.,Full-Time,Instahyre,2025-07-14,1,1,2025,7,Jul,2025-07,274,₹20–30L,Mid (3-6yrs)
JOB05630,Data Analyst,Ola,Startups,Media & Entertainment,Mumbai,Entry Level (0-2 Yrs),0,2,510000,Google Analytics|Data Visualization|Power BI,Excel|R|Statistics,BBA + Certification,Full-Time,Indeed,2025-11-05,0,0,2025,11,Nov,2025-11,160,₹5–10L,Fresher (0-1yr)
JOB05631,Mlops Engineer,Cred,Startups,Govtech,Hyderabad,Entry Level (0-2 Yrs),0,2,1320000,Python|Model Monitoring|AWS,MLflow|Kubernetes|CI/CD|Docker,M.Sc (Statistics),Full-Time,Instahyre,2025-09-24,0,1,2025,9,Sep,2025-09,202,₹10–15L,Fresher (0-1yr)
JOB05632,Business Analyst,Oracle,Consulting,Saas,Delhi Ncr,Mid Level (2-5 Yrs),2,5,560000,Agile|Requirements Gathering|Stakeholder Management|JIRA,SQL|Excel,MCA,Full-Time,Instahyre,2025-11-20,0,0,2025,11,Nov,2025-11,145,₹5–10L,Mid (3-6yrs)
JOB05633,Business Analyst,Sigmoid,Indian IT,Logistics,Chennai,Senior Level (5-8 Yrs),5,8,660000,Stakeholder Management|JIRA|Process Mapping|Requirements Gathering,Visio|Power BI|Agile,BBA + Certification,Full-Time,Naukri,2025-07-10,0,1,2025,7,Jul,2025-07,278,₹5–10L,Senior (6-10yrs)
JOB05634,Data Engineer,Accenture India,Startups,Gaming,Bangalore,Mid Level (2-5 Yrs),2,5,1070000,Apache Spark|Airflow|BigQuery|SQL,AWS|dbt|Python|ETL Pipelines,B.Sc (CS/IT),Full-Time,IIMJobs,2025-09-09,0,0,2025,9,Sep,2025-09,217,₹10–15L,Mid (3-6yrs)
JOB05635,Ai Engineer,Bain,Indian IT,Telecom,Bangalore,Mid Level (2-5 Yrs),2,5,1980000,Python|OpenAI API|Fine-tuning|LangChain|LLMs,Prompt Engineering|Vector Databases|RAG,PhD,Full-Time,Indeed,2025-08-30,0,0,2025,8,Aug,2025-08,227,₹15–20L,Mid (3-6yrs)
JOB05636,Quantitative Analyst,Tcs,Product,Healthtech,Hyderabad,Mid Level (2-5 Yrs),2,5,2400000,MATLAB|Statistics|VBA|Monte Carlo Simulation|Python,Excel|R,M.Sc (Data Science),Full-Time,Naukri,2025-11-09,0,1,2025,11,Nov,2025-11,156,₹20–30L,Mid (3-6yrs)
JOB05637,Machine Learning Engineer,Juspay,Startups,Saas,Remote,Entry Level (0-2 Yrs),0,2,1470000,PyTorch|AWS|TensorFlow|Model Deployment|Kubernetes,GCP|Feature Engineering,BBA + Certification,Full-Time,Indeed,2025-06-17,1,0,2025,6,Jun,2025-06,301,₹10–15L,Fresher (0-1yr)
JOB05638,Machine Learning Engineer,Exl Analytics,Consulting,Media & Entertainment,Pune,Entry Level (0-2 Yrs),0,2,1410000,Docker|MLOps|PyTorch,TensorFlow|Feature Engineering|AWS|Kubernetes,BCA,Full-Time,Glassdoor,2026-01-09,1,1,2026,1,Jan,2026-01,95,₹10–15L,Fresher (0-1yr)
JOB05639,Computer Vision Engineer,Fractal Analytics,Startups,Bfsi,Delhi Ncr,Mid Level (2-5 Yrs),2,5,1610000,Image Segmentation|CNN|OpenCV|NumPy,TensorFlow|Python,BBA + Certification,Internship,LinkedIn,2025-05-20,0,1,2025,5,May,2025-05,329,₹15–20L,Mid (3-6yrs)
JOB05640,Data Scientist,Flipkart,Indian IT,Telecom,Bangalore,Senior Level (5-8 Yrs),5,8,2740000,Statistics|NLP|R|SQL|Python,Scikit-learn|PyTorch|Machine Learning|TensorFlow,B.Sc (CS/IT),Contract,LinkedIn,2025-08-28,0,1,2025,8,Aug,2025-08,229,₹20–30L,Senior (6-10yrs)
JOB05641,Research Scientist,Crayon Data,FAANG/Big Tech,E-Commerce,Hyderabad,Entry Level (0-2 Yrs),0,2,1600000,NLP|Python|Publications,Reinforcement Learning|TensorFlow,B.Sc (CS/IT),Full-Time,AngelList,2025-04-24,1,1,2025,4,Apr,2025-04,355,₹15–20L,Fresher (0-1yr)
JOB05642,Data Scientist,Hcl Technologies,Product,Logistics,Bangalore,Senior Level (5-8 Yrs),5,8,1270000,Deep Learning|TensorFlow|Statistics|SQL,Python|R|PyTorch,MBA,Contract,Instahyre,2026-03-06,1,0,2026,3,Mar,2026-03,39,₹10–15L,Senior (6-10yrs)
JOB05643,Mlops Engineer,Ltimindtree,FAANG/Big Tech,Govtech,Bangalore,Entry Level (0-2 Yrs),0,2,1250000,GCP|AWS|Docker,MLflow|Airflow,B.Sc (CS/IT),Contract,Glassdoor,2026-02-22,0,1,2026,2,Feb,2026-02,51,₹10–15L,Fresher (0-1yr)
JOB05644,Data Analyst,Zomato,Analytics Firms,Retail,Mumbai,Entry Level (0-2 Yrs),0,2,400000,Excel|R|Python,Data Visualization|Looker,PhD,Full-Time,Glassdoor,2026-04-03,0,1,2026,4,Apr,2026-04,11,₹0–5L,Fresher (0-1yr)
JOB05645,Research Scientist,Mphasis,Indian IT,Healthtech,Bangalore,Entry Level (0-2 Yrs),0,2,2550000,Mathematics|Reinforcement Learning|Statistics|Research Papers,Publications|Python|PyTorch,MCA,Full-Time,IIMJobs,2026-03-14,0,1,2026,3,Mar,2026-03,31,₹20–30L,Fresher (0-1yr)
JOB05646,Research Scientist,Capgemini,Product,Retail,Hyderabad,Senior Level (5-8 Yrs),5,8,3240000,Publications|Python|Statistics|Reinforcement Learning,Deep Learning|Research Papers|TensorFlow|Mathematics,B.Sc (CS/IT),Full-Time,Naukri,2026-01-20,1,1,2026,1,Jan,2026-01,84,₹30L+,Senior (6-10yrs)
JOB05647,Data Engineer,Google,FAANG/Big Tech,Logistics,Hyderabad,Senior Level (5-8 Yrs),5,8,2680000,SQL|Airflow|Python|BigQuery|Apache Spark,AWS|Snowflake|ETL Pipelines|dbt,BCA,Full-Time,Naukri,2025-11-01,0,0,2025,11,Nov,2025-11,164,₹20–30L,Senior (6-10yrs)
JOB05648,Computer Vision Engineer,Oracle,FAANG/Big Tech,E-Commerce,Bangalore,Mid Level (2-5 Yrs),2,5,1870000,OpenCV|Python|NumPy|CNN|YOLO,PyTorch|Image Segmentation|Deep Learning|TensorFlow,M.Tech/M.E.,Full-Time,AngelList,2025-12-25,0,1,2025,12,Dec,2025-12,110,₹15–20L,Mid (3-6yrs)
JOB05649,Bi Developer,Google,Indian IT,Govtech,Bangalore,Mid Level (2-5 Yrs),2,5,680000,DAX|Looker|Power BI|SSRS,Tableau|ETL|Data Modeling|Python,MCA,Internship,AngelList,2026-02-24,1,1,2026,2,Feb,2026-02,49,₹5–10L,Mid (3-6yrs)
JOB05650,Data Engineer,Tcs,Product,Bfsi,Pune,Lead/Principal (8+ Yrs),8,15,3590000,ETL Pipelines|dbt|Apache Spark|Python,AWS|Snowflake,M.Sc (Statistics),Full-Time,AngelList,2026-02-03,0,1,2026,2,Feb,2026-02,70,₹30L+,Principal (10+yrs)
JOB05651,Machine Learning Engineer,Zepto,Analytics Firms,Logistics,Kolkata,Entry Level (0-2 Yrs),0,2,910000,Python|PyTorch|Kubernetes|GCP,Model Deployment|AWS|TensorFlow,B.Tech/B.E.,Full-Time,AngelList,2025-08-16,0,1,2025,8,Aug,2025-08,241,₹5–10L,Fresher (0-1yr)
JOB05652,Data Scientist,Darwinbox,Startups,Telecom,Remote,Mid Level (2-5 Yrs),2,5,2180000,R|Machine Learning|SQL|Statistics|Python,NLP|PyTorch|Deep Learning|Scikit-learn,M.Sc (Statistics),Full-Time,LinkedIn,2025-05-22,1,1,2025,5,May,2025-05,327,₹20–30L,Mid (3-6yrs)
JOB05653,Machine Learning Engineer,Hcl Technologies,Startups,Logistics,Bangalore,Mid Level (2-5 Yrs),2,5,1020000,Model Deployment|AWS|Docker,TensorFlow|Feature Engineering,M.Tech/M.E.,Full-Time,Naukri,2025-08-17,0,1,2025,8,Aug,2025-08,240,₹10–15L,Mid (3-6yrs)
JOB05654,Computer Vision Engineer,Tech Mahindra,Indian IT,Gaming,Chennai,Lead/Principal (8+ Yrs),8,15,4550000,Python|NumPy|OpenCV|TensorFlow|YOLO,Object Detection|Deep Learning,PhD,Full-Time,AngelList,2025-11-14,0,1,2025,11,Nov,2025-11,151,₹30L+,Principal (10+yrs)
JOB05655,Mlops Engineer,Adobe,Indian IT,It Services,Kolkata,Mid Level (2-5 Yrs),2,5,1740000,AWS|Model Monitoring|Terraform,CI/CD|Docker|GCP,BBA + Certification,Full-Time,IIMJobs,2026-03-25,0,0,2026,3,Mar,2026-03,20,₹15–20L,Mid (3-6yrs)
JOB05656,Machine Learning Engineer,Zepto,Analytics Firms,Telecom,Bangalore,Mid Level (2-5 Yrs),2,5,1300000,Kubernetes|Feature Engineering|Python,Docker|GCP|Model Deployment,MBA,Internship,Company Website,2025-04-17,0,1,2025,4,Apr,2025-04,362,₹10–15L,Mid (3-6yrs)
JOB05657,Mlops Engineer,Microsoft,Analytics Firms,Edtech,Bangalore,Entry Level (0-2 Yrs),0,2,660000,Python|GCP|Kubernetes|Airflow,AWS|CI/CD|Model Monitoring|MLflow,B.Tech/B.E.,Full-Time,AngelList,2025-11-18,1,1,2025,11,Nov,2025-11,147,₹5–10L,Fresher (0-1yr)
JOB05658,Quantitative Analyst,Sigmoid,Indian IT,Saas,Kolkata,Entry Level (0-2 Yrs),0,2,1580000,Excel|VBA|Statistics|Python,Monte Carlo Simulation|R,MCA,Contract,Naukri,2025-06-13,0,1,2025,6,Jun,2025-06,305,₹15–20L,Fresher (0-1yr)
JOB05659,Nlp Engineer,Salesforce,Analytics Firms,Fintech,Bangalore,Senior Level (5-8 Yrs),5,8,2320000,Transformers|NLP|TensorFlow|NLTK|BERT,Python|Named Entity Recognition,B.Tech/B.E.,Contract,LinkedIn,2025-07-14,0,1,2025,7,Jul,2025-07,274,₹20–30L,Senior (6-10yrs)
JOB05660,Business Analyst,Latentview,Product,Govtech,Bangalore,Mid Level (2-5 Yrs),2,5,490000,JIRA|Stakeholder Management|SQL,Process Mapping|Requirements Gathering|Tableau,M.Sc (Data Science),Full-Time,AngelList,2026-03-22,0,1,2026,3,Mar,2026-03,23,₹0–5L,Mid (3-6yrs)
JOB05661,Machine Learning Engineer,Crayon Data,Analytics Firms,Telecom,Hyderabad,Mid Level (2-5 Yrs),2,5,2110000,Feature Engineering|MLOps|Python|TensorFlow|AWS,GCP|PyTorch,MCA,Full-Time,Naukri,2025-05-17,1,1,2025,5,May,2025-05,332,₹20–30L,Mid (3-6yrs)
JOB05662,Machine Learning Engineer,Fractal Analytics,Analytics Firms,Saas,Delhi Ncr,Mid Level (2-5 Yrs),2,5,1140000,PyTorch|MLOps|Model Deployment|GCP,TensorFlow|Python|Feature Engineering|Kubernetes,MBA,Full-Time,Company Website,2025-12-21,0,1,2025,12,Dec,2025-12,114,₹10–15L,Mid (3-6yrs)
JOB05663,Data Engineer,Meesho,Analytics Firms,Govtech,Pune,Entry Level (0-2 Yrs),0,2,1400000,Snowflake|Python|SQL|Apache Spark|BigQuery,dbt|Airflow|AWS|ETL Pipelines,B.Tech/B.E.,Internship,Instahyre,2025-07-26,0,1,2025,7,Jul,2025-07,262,₹10–15L,Fresher (0-1yr)
JOB05664,Nlp Engineer,Zs Associates,Startups,Edtech,Delhi Ncr,Entry Level (0-2 Yrs),0,2,660000,Named Entity Recognition|HuggingFace|Python|TensorFlow|Transformers,NLP|spaCy|BERT,MCA,Contract,Instahyre,2026-02-23,0,0,2026,2,Feb,2026-02,50,₹5–10L,Fresher (0-1yr)
JOB05665,Mlops Engineer,Bridgei2I,Startups,Media & Entertainment,Mumbai,Mid Level (2-5 Yrs),2,5,2420000,AWS|Python|Airflow|Kubernetes|Docker,CI/CD|GCP,M.Sc (Data Science),Full-Time,Instahyre,2025-09-11,0,0,2025,9,Sep,2025-09,215,₹20–30L,Mid (3-6yrs)
JOB05666,Data Engineer,Mphasis,Indian IT,Telecom,Chennai,Mid Level (2-5 Yrs),2,5,880000,Snowflake|dbt|Apache Spark|AWS,SQL|ETL Pipelines|Python,MBA,Full-Time,LinkedIn,2025-06-23,0,0,2025,6,Jun,2025-06,295,₹5–10L,Mid (3-6yrs)
JOB05667,Business Analyst,Salesforce,Indian IT,It Services,Hyderabad,Entry Level (0-2 Yrs),0,2,590000,Visio|SQL|Tableau|JIRA,Requirements Gathering|Stakeholder Management|Agile,M.Sc (Data Science),Full-Time,IIMJobs,2026-01-29,0,0,2026,1,Jan,2026-01,75,₹5–10L,Fresher (0-1yr)
JOB05668,Nlp Engineer,Accenture India,Analytics Firms,Healthtech,Kolkata,Mid Level (2-5 Yrs),2,5,1940000,TensorFlow|Transformers|spaCy|NLP,BERT|NLTK,M.Sc (Statistics),Full-Time,IIMJobs,2025-08-09,0,1,2025,8,Aug,2025-08,248,₹15–20L,Mid (3-6yrs)
JOB05669,Research Scientist,Google,Indian IT,Saas,Mumbai,Entry Level (0-2 Yrs),0,2,1410000,Research Papers|Reinforcement Learning|Mathematics|Deep Learning|Publications,Statistics|Python,M.Sc (Data Science),Internship,Naukri,2025-08-27,1,0,2025,8,Aug,2025-08,230,₹10–15L,Fresher (0-1yr)
JOB05670,Business Analyst,Google,Indian IT,Govtech,Pune,Mid Level (2-5 Yrs),2,5,650000,Process Mapping|SQL|Requirements Gathering,JIRA|Excel|Visio|Agile,BCA,Full-Time,AngelList,2026-02-10,0,1,2026,2,Feb,2026-02,63,₹5–10L,Mid (3-6yrs)
JOB05671,Data Scientist,Deloitte,Product,Telecom,Bangalore,Senior Level (5-8 Yrs),5,8,2680000,TensorFlow|R|Machine Learning|NLP,Statistics|Python|Deep Learning|SQL,BCA,Full-Time,Glassdoor,2026-01-22,0,1,2026,1,Jan,2026-01,82,₹20–30L,Senior (6-10yrs)
JOB05672,Bi Developer,Swiggy,Indian IT,Bfsi,Hyderabad,Mid Level (2-5 Yrs),2,5,1220000,SSRS|DAX|Looker|ETL,Excel|Tableau|Python,B.Sc (CS/IT),Internship,AngelList,2026-04-05,0,1,2026,4,Apr,2026-04,9,₹10–15L,Mid (3-6yrs)
JOB05673,Machine Learning Engineer,Manthan,Consulting,E-Commerce,Hyderabad,Lead/Principal (8+ Yrs),8,15,3840000,GCP|Docker|Model Deployment|MLOps,Kubernetes|AWS|Feature Engineering,M.Sc (Data Science),Full-Time,IIMJobs,2025-09-05,1,1,2025,9,Sep,2025-09,221,₹30L+,Principal (10+yrs)
JOB05674,Quantitative Analyst,Tech Mahindra,Analytics Firms,Manufacturing,Bangalore,Entry Level (0-2 Yrs),0,2,1290000,MATLAB|R|SQL,Risk Analysis|Financial Modeling,M.Sc (Statistics),Internship,Instahyre,2025-07-09,0,1,2025,7,Jul,2025-07,279,₹10–15L,Fresher (0-1yr)
